package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
ascat	False	https://github.com/Crick-CancerGenomics/ascat	https://www.crick.ac.uk/research/a-z-researchers/researchers-v-y/peter-van-loo/software	GPL-3.0-or-later	"ASCAT is a method to derive copy number profiles of tumour cells,
accounting for normal cell admixture and tumour aneuploidy (Figure 1).
ASCAT infers tumour purity (the fraction of tumour cells) and ploidy (the
amount of DNA per tumour cell, expressed as multiples of haploid genomes)
from SNP array or massively parallel sequencing data, and calculates
whole-genome allele-specific copy number profiles (the number of copies of
both parental alleles for all SNP loci across the genome).
"	1	[None]		['biotools:ascat', 'doi:10.1073/pnas.1009843107']		3.2.0			e866c1b4eec503bde643c6922bfc30c03cf2783e903072779d8b81819f17b547	https://github.com/VanLoo-lab/ascat/archive/refs/tags/v3.2.0.tar.gz	"['$R -e ""library(ASCAT)""']"		GPL3		generic		['r-base', 'r-rcolorbrewer', 'r-r.devices', 'r-r.utils', 'r-data.table', 'r-doparallel', 'r-foreach', 'bioconductor-genomicranges', 'bioconductor-iranges']	['r-base', 'r-rcolorbrewer', 'r-r.devices', 'r-r.utils', 'r-data.table', 'r-doparallel', 'r-foreach', 'bioconductor-genomicranges', 'bioconductor-iranges']			https://github.com/VanLoo-lab/ascat/blob/v3.2.0/README.md								['lib/R/lib/', 'lib/']																																					
assembly_uploader	False		https://github.com/EBI-Metagenomics/assembly_uploader	Apache-2.0	Python scripts to upload primary metagenome and metatranscriptome assemblies to ENA on a per-study basis. The scripts generate xmls to register a new study and create manifests necessary for submission with webin-cli.	1	[None]			['ochkalova', 'Ge94', 'KateSakharova']	1.3.5			b68ff22643590ca3d371a5acf75cbd16db16d725252303f03bf1e1940de2ac0e	https://pypi.org/packages/source/a/assembly_uploader/assembly_uploader-1.3.5.tar.gz	['study_xmls --help', 'submit_study --help', 'assembly_manifest --help', 'release_study --help', 'webin_cli_handler --help']		APACHE	['study_xmls = assembly_uploader.study_xmls:main', 'submit_study = assembly_uploader.submit_study:main', 'assembly_manifest = assembly_uploader.assembly_manifest:main', 'release_study = assembly_uploader.release_study:main']	python	-m pip install . -vvv --no-deps --no-build-isolation --no-cache-dir	['python >=3.8', 'setuptools >=61.0.0', 'pip']	['python >=3.8', 'requests ==2.32.3', 'click >=8.1.8', 'mgnify-pipelines-toolkit >=1.4.5', 'ena-webin-cli >=9.0.1']	['assembly_uploader']		https://github.com/EBI-Metagenomics/assembly_uploader/blob/main/README.md	LICENSE																																												
athena_meta	False		https://github.com/abishara/athena_meta/	MIT	Athena read cloud assembler for metagenomes	1					1.3			3ae0ef982c52412d5954b6da4b8a3387b1f30eeb96902654d22188d4c536a784	https://github.com/abishara/athena_meta/archive/1.3.tar.gz	"[""athena-meta -h | grep 'athena-meta'"", 'athena-meta --check_prereqs', 'athena-meta --test']"				python	-m pip install . --ignore-installed --no-deps -vv	['python <3']	['python <3', 'bwa 0.7.*', 'flye 2.3.1', 'pysam 0.15', 'bx-python 0.8', 'numpy 1.11', 'ipython-cluster-helper 0.6', 'idba_subasm 1.1.3a1', 'htslib 1.9', 'samtools 1.9']																																																
autobigs-cli	False		https://github.com/Syph-and-VPD-Lab/autoBIGS.cli	GPL-3.0-only-or-later	A CLI tool to rapidly fetch fetch MLST profiles given sequences for various diseases.	0	[None]			['Harrison Deng']	0.6.5			cfed07dd5cf750b7b420f0bc85317b11f77d01fe528f1621a4f426a972124d77	https://pypi.org/packages/source/a/autoBIGS.cli/autobigs_cli-0.6.5.tar.gz	['pip check', 'autoBIGS --help']			['autoBIGS = autobigs.cli.program:run']	python	-m pip install . -vv --no-deps --no-build-isolation	['python >=3.12', 'setuptools >=64', 'setuptools-scm >=8', 'pip']	['python >=3.12', 'autobigs-engine ==0.14.*']	['autobigs']	['pip']		LICENSE																																												
autobigs-engine	False	https://github.com/Syph-and-VPD-Lab/autoBIGS.engine	https://github.com/Syph-and-VPD-Lab/autoBIGS.engine	GPL-3.0-or-later	A library to rapidly fetch fetch MLST profiles given sequences for various diseases.	0	[None]			['Harrison Deng']	0.14.2			64845ae6fb0641b8df955cb8c76bdb4528b517703c6b895e157f24a8a5b56138	https://pypi.org/packages/source/a/autoBIGS.engine/autobigs_engine-0.14.2.tar.gz	['pip check']				python	-m pip install . -vv --no-deps --no-build-isolation	['python >=3.12', 'setuptools >=64', 'setuptools-scm >=8', 'pip']	['python >=3.12', 'biopython ==1.85', 'aiohttp ==3.11.*']	['autobigs']	['pip']		LICENSE																																												
automappa	False	https://github.com/WiscEvan/Automappa	https://github.com/WiscEvan/Automappa	AGPL-3.0-or-later	Automappa: An interactive interface for exploration of metagenomes.	0	[None]			['WiscEvan']	2.2.1			2ad2b5a227c0f84272e617c5f43779b3a40493732950bbd57a453713364da26a	https://github.com/WiscEvan/Automappa/archive/2.2.1.tar.gz			AGPL	['automappa = automappa.__main__:main']	python	-m pip install . --no-build-isolation --no-deps --no-cache-dir -vvv	['python >=3.9', 'pip', 'setuptools']	['python >=3.9', 'autometa', 'celery[redis]', 'dash >=2.13', 'dash-bootstrap-components', 'dash_cytoscape ==0.2.0', 'dash-extensions ==1.*', 'flask', 'msgpack-python', 'numpy', 'pandas', 'plotly', 'psycopg2', 'pydantic <2', 'python-dotenv', 'sqlalchemy <2', 'sqlmodel', 'dash-ag-grid >=2.2', 'dash-iconify', 'dash-mantine-components ==0.12.1']	['automappa']		https://github.com/WiscEvan/Automappa/README.md	LICENSE	"An interactive interface for exploration and refinment of metagenomes into metagenome-assembled genomes.
"																																											
autometa	False	https://github.com/KwanLab/Autometa	https://github.com/KwanLab/Autometa	AGPL-3.0	Automated extraction of genomes from shotgun metagenomes	0	[None]			['jason-c-kwan', 'WiscEvan']	2.2.3			2c41f6c7424bf5159375227136f2141415ad69b4ca019fbe85d671986716ef1c	https://github.com/KwanLab/Autometa/archive/2.2.3.tar.gz	['autometa > /dev/null', 'autometa-config -h > /dev/null', 'autometa-length-filter -h > /dev/null', 'autometa-kmers -h > /dev/null', 'autometa-bedtools-genomecov -h > /dev/null', 'autometa-coverage -h > /dev/null', 'autometa-orfs -h > /dev/null', 'autometa-hmmsearch-filter -h > /dev/null', 'autometa-markers -h > /dev/null', 'autometa-setup-gtdb -h > /dev/null', 'autometa-taxonomy -h > /dev/null', 'autometa-taxonomy-lca -h > /dev/null', 'autometa-taxonomy-majority-vote -h > /dev/null', 'autometa-binning -h > /dev/null', 'autometa-binning-ldm -h > /dev/null', 'autometa-binning-ldm-loginfo -h > /dev/null', 'autometa-unclustered-recruitment -h > /dev/null', 'autometa-binning-summary -h > /dev/null', 'autometa-update-databases -h > /dev/null', 'autometa-download-dataset -h > /dev/null', 'autometa-benchmark -h > /dev/null']		AGPL		python	['-m pip install . --ignore-installed --no-deps -vvv']	['python', 'pip', 'setuptools']	['python >=3.7', 'attrs', 'bedtools', 'biopython >=1.82', 'bowtie2', 'diamond >=2.0', 'gdown', 'hmmer', 'numpy >=1.13', 'pandas >=1.5', 'parallel', 'prodigal >=2.5', 'requests', 'rsync', 'samtools >=1.11', 'seqkit', 'scikit-bio', 'scipy', 'scikit-learn >=1.3', 'tqdm', 'trimap', 'tsne', 'numba >=0.47', 'umap-learn >=0.5']	['autometa']		https://autometa.readthedocs.io/en/latest/	LICENSE	"An automated binning pipeline for metagenomes, in particular host-associated and highly complex ones.
Miller, I. J.; Rees, E. R.; Ross, J.; Miller, I.; Baxa, J.; Lopera, J.; Kerby, R. L.; Rey, F. E.; Kwan, J. C. 
Autometa: Automated extraction of microbial genomes from individual shotgun metagenomes. 
Nucleic Acids Research, 2019. DOI: https://doi.org/10.1093/nar/gkz148
"																																											
aviary	False	https://github.com/rhysnewell/aviary	https://github.com/rhysnewell/aviary	GPL-3.0-only	aviary - Metagenomics pipeline using long and short reads.	0	[None]				0.13.0			c7fc48fec5211b93c45f010d260879be59dfed39b7a9a929e839bb3c916c10e1	https://pypi.org/packages/source/a/aviary-genome/aviary_genome-0.13.0.tar.gz	"[""aviary --version | grep '0.13.0'""]"		GPL3	['aviary = aviary.aviary:main']	python	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	['python >=3.8', 'pip', 'setuptools']	['python >=3.8', 'snakemake-minimal 9.*', 'ruamel.yaml >=0.15.99', 'numpy', 'pandas', 'polars', 'biopython', 'pigz >=2.6', 'parallel', 'bbmap', 'extern', 'pyopenssl >22.1.0', 'bird_tool_utils_python']			https://rhysnewell.github.io/aviary	LICENSE	"Aviary is an easy to use hybrid assembler and metagenomic pipeline

For more details see documentation: https://rhysnewell.github.io/aviary."																																											
bakdrive	False		https://gitlab.com/treangenlab/bakdrive	MIT	Bakdrive finds a minimum set of driver species from real metagenomic samples and simulates fecal microbial transplantation (FMT) process	0					1.0.4			9464165b6af3bf3be2b36b418792642a8217f04aadb970c42bf67f5fc4dcbff9	https://gitlab.com/treangenlab/bakdrive/-/archive/1.0.4/bakdrive-1.0.4.tar.gz	['bakdrive --help']				generic	mkdir -p ${PREFIX}/bin && cp bakdrive ${PREFIX}/bin		['biopython', 'micom', 'python >=3', 'pulp']				LICENSE.txt						['example', 'example/*', 'dbs', 'dbs/*', 'medium.csv']																																						
bakta	False	https://github.com/oschwengers/bakta	https://github.com/oschwengers/bakta	GPL-3.0-or-later	Rapid & standardized annotation of bacterial genomes, MAGs & plasmids.	0	[None]		['biotools:bakta', 'usegalaxy-eu:bakta', 'doi:10.1099/mgen.0.000685', 'doi:10.5281/zenodo.4247252']	['oschwengers']	1.12.0			1df575249d8525de4e1065bb697d732434dda2d09d00e6e469928dfa1c9c7e99	https://github.com/oschwengers/bakta/archive/v1.12.0.tar.gz	['bakta --help']		GPL3	['bakta = bakta.main:main', 'bakta_proteins = bakta.proteins:main', 'bakta_db = bakta.db:main', 'bakta_plot = bakta.plot:main', 'bakta_io = bakta.json_io:main']	python	-m pip install --no-deps --no-build-isolation --no-cache-dir . -vvv	['python >=3.9,<3.14', 'pip', 'setuptools']	['python >=3.9,<3.14', 'biopython >=1.78', 'xopen >=1.5.0', 'requests >=2.25.1', 'alive-progress ==3.0.1', 'pyyaml >=6.0', 'pyrodigal >=3.7.0', 'trnascan-se >=2.0.12', 'aragorn >=1.2.41', 'infernal >=1.1.5', 'piler-cr', 'pyhmmer >=0.12.0', 'diamond >=2.1.21', 'blast >=2.17.0', 'ncbi-amrfinderplus >=4.2.7', 'pycirclize >=1.7.0']			https://github.com/oschwengers/bakta/blob/v1.12.0/README.md	LICENSE								['Bio.SeqIO', 'xopen.xopen', 'requests', 'alive_progress', 'pyyaml', 'pyrodigal', 'pyhmmer', 'pycirclize']																																				
baktfold	False		https://github.com/gbouras13/baktfold	MIT	Rapid & standardized annotation of bacterial genomes, MAGs & plasmids using protein structural information	0	[None]			['gbouras13']	0.3.0			ff425467031006279385045ccf64d758bf0893f26298d307c25ee9d25d132d06	https://pypi.io/packages/source/b/baktfold/baktfold-0.3.0.tar.gz	['baktfold --help', 'baktfold run --help']		MIT	['baktfold = baktfold:main']	python	 -m pip install . --no-deps --no-build-isolation -vvv	['python >=3.8,<4', 'pip', 'setuptools']	['foldseek ==10.941cd33', 'python >=3.8,<4', 'biopython >=1.76', 'alive-progress >=3.0.1', 'datasets >=2.15', 'requests >=2.25', 'pyarrow >=14.0.0', 'pandas >=1.4.2', 'loguru >=0.5.3', 'pyyaml >=6.0', 'click >=8.0.0', 'sentencepiece >=0.1.99', 'transformers >=4.34', 'pytorch >=2.1.2', 'numpy >=1.20', 'h5py >=3.5', 'tqdm >=4.35.0', 'xopen >=1.5.0', 'protobuf >=3.20', 'tiktoken >=0.5.0']	['baktfold']		https://baktfold.readthedocs.io/en/latest/	LICENSE																																												
bamm	False	https://github.com/Ecogenomics/BamM	https://github.com/Ecogenomics/BamM	LGPL-3.0-or-later	Metagenomics-focused BAM file manipulation.	15	[None]	['linux-aarch64', 'osx-arm64']			1.7.3	[None, None, 'automake', 'autoconf', 'libtool', 'make', 'pkg-config', 'gnuconfig']	['bamm-makefile.patch']	83fbeb3dea0febdf969585a0dade2ac79e713a8bb8d8276136ae6c85839f68e8	https://github.com/Ecogenomics/BamM/archive/9b6766d77c17cf79e2d2f934a8fec0e80feb1017.tar.gz	['bamm --help']		LGPL				['htslib', 'cython', 'python', 'setuptools', 'zlib']	['python', 'htslib', 'numpy', 'samtools >=1.3.1', 'bwa >=0.7.12']	['bamm']		https://ecogenomics.github.io/BamM	LICENSE.txt		True							['setup_py_install_args']																																			
behst	False		https://bitbucket.org/hoffmanlab/behst/overview	GPLv2	BEHST reads an input dataset of chromosome regions, and intersects them with the chromatin interactions available in the Hi-C dataset. Of these chromosome regions, BEHST selects those that are presentthe regulatory regions of genes of APPRIS, a dataset of principal isoform annotations. We defined these cis-regulatory regions upon the position of their nearest transcription start site of the APPRIS genes' principal transcripts (obtained through GENCODE), plus an upstream and downstream extension. Afterwards, BEHST takes the genes of the resulting partner loci found in gene regulatory regions, and performs a gene set enrichment analysis on them through g:Profiler. BEHST, finally, outputs the list of the most significant Gene Ontology terms detected by g:Profiler. Citation: Davide Chicco, Haixin Sarah Bi, Juri Reimand, and Michael M. Hoffman, 'BEHST: Genomic set enrichment analysis enhanced through integration of chromatin long-range interactions', 2018. In preparation. Website: http://behst.hoffmanlab.org/ 	0					3.8		['patch']	0620499aa0c28a9f86420ec432def8b2c0944d70631ea314a920080061c5a92d	https://bitbucket.org/hoffmanlab/behst/get/3.8.tar.bz2	['behst -h']				python			['python', 'pandas', 'bedtools', 'pybedtools', 'r-base', 'r-rcurl', 'r-gprofiler', 'wget']																																																
bigmap	False	https://github.com/medema-group/BiG-MAP	https://github.com/medema-group/BiG-MAP	MIT	The Biosynthetic Gene cluster Meta'omics Abundance Profiler	0	[None]		['doi:10.1128/mSystems.00937-21']		1.1.1			8f41c534e63b157f8db59c21d7f92715d7c9ba5bb23ab6815c49daace97afe36	https://github.com/medema-group/BiG-MAP/archive/refs/tags/v1.1.1.tar.gz	['bigmap-download --help', 'bigmap-family --help', 'bigmap-map --help', 'bigmap-analyse --help']		MIT	['bigmap-download = bigmap.download:main', 'bigmap-family = bigmap.family:main', 'bigmap-map = bigmap.map:main', 'bigmap-analyse = bigmap.analyse:main']	python	-m pip install --no-deps --no-build-isolation --no-cache-dir . -vvv	['python >=3.11', 'pip', 'hatchling']	['python >=3.11.11', 'numpy <2', 'pandas >=2.3.3', 'biopython >=1.81', 'mash >=2.3', 'hmmer >=3.4', 'importlib_resources >=6.5.2', 'bowtie2 >=2.5.4', 'samtools >=1.21', 'bedtools >=2.31.1', 'biom-format >=2.1.16', 'sra-tools >=3.2.0', 'cxx-compiler >=1.9.0', 'bioconductor-biomformat >=1.30.0', 'bioconductor-metagenomeseq >=1.43.0', 'rpy2 >=3.5.11', 'scipy >=1.17.0', 'seaborn >=0.13.2', 'statsmodels >=0.14.6']				LICENSE																																												
binchicken	False	https://github.com/aroneys/binchicken	https://github.com/aroneys/binchicken	GPL-3.0-or-later	Targeted recovery of low abundance metagenome assembled genomes through intelligent coassembly	0	[None]				0.13.5			ef2a930ca12f9a1a2ea8ae0238607db4a52acacc23c576c02c98c5c3e45a4736	https://pypi.io/packages/source/b/binchicken/binchicken-0.13.5.tar.gz	"[""binchicken --version | grep '0.13.5'""]"		GPL3	['binchicken = binchicken.binchicken:main', 'ibis = binchicken.binchicken:main']	python	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	['python >=3.10', 'pip', 'setuptools']	['python =3.10.*', 'snakemake-minimal >=6.0.5,<8', 'mamba =1.4.*', 'networkx', 'bird_tool_utils_python >=0.5.1', 'extern', 'ruamel.yaml >=0.15.99', 'polars =1.26.*', 'pigz', 'pyarrow', 'parallel', 'sourmash =4.8.*', 'sourmash_plugin_branchwater =0.9.*', 'pyopenssl >22.1.0', 'pixi']			https://aroneys.github.io/binchicken	LICENSE																																												
bindash	False	https://github.com/zhaoxiaofei/bindash	https://github.com/zhaoxiaofei/bindash	Apache-2.0	Fast and precise comparison of genomes and metagenomes (in the order of terabytes) on a typical personal laptop.	0	[None]	['linux-aarch64', 'osx-arm64']	['doi:10.1093/bioinformatics/bty651', 'doi:10.1101/2024.03.13.584875']	['jianshu93', 'zhaoxiaofei']	2.6	['make', None, 'cmake']		314a6cc8cc585973b232e2af4f46d42394a0183297599ae2a730c0ffcd5dbf18	https://github.com/jianshu93/bindash/archive/v2.6.tar.gz	['bindash --help 2>&1 | grep sketch']		APACHE				['zlib', 'libgomp', 'llvm-openmp']	['libgomp', 'llvm-openmp']			https://github.com/jianshu93/bindash/blob/v2.6/README.md	LICENSE																																												
binette	False		https://github.com/genotoul-bioinfo/binette	GPL-3.0-only	A fast and accurate binning refinement tool to constructs high quality MAGs from the output of multiple binning tools.	1	[None]		['biotools:binette', 'usegalaxy-eu:binette', 'doi:10.21105/joss.06782']	['JeanMainguy']	1.2.1			dce9d8fdd0c68da0724a725d5048196f5aa618d5c1e7a04527d618b8a7872bf7	https://github.com/genotoul-bioinfo/binette/archive/refs/tags/v1.2.1.tar.gz	['binette -h']		GPL		python	-m pip install --no-deps --ignore-installed -vv .	['python', 'pip', 'setuptools']	['checkm2 >=1.1,<2.0', 'numpy >=1.24,<3.0', 'diamond >=2.1,<3', 'pandas >=2,<3', 'networkx >=3.0,<4.0', 'pyfastx >=2,<3', 'pyrodigal >=3.0,<3.7.0', 'typer >=0.9,<1.0', 'pyroaring >=1.0.0,<2.0.0', 'rich >=12.0.0,<14.0.0']	['binette']		https://binette.readthedocs.io	LICENSE																																												
