id	Description	EDAM_operations	EDAM_reduced_operations	EDAM_reduced_topics	EDAM_topics	Homepage	Latest_suite_conda_package_version	Number_of_tools_on_APOSTL	Number_of_tools_on_CIRM-CFBP	Number_of_tools_on_ChemFlow	Number_of_tools_on_Coloc-stats	Number_of_tools_on_GASLINI	Number_of_tools_on_Galaxy@AuBi	Number_of_tools_on_Galaxy@Pasteur	Number_of_tools_on_GalaxyTrakr	Number_of_tools_on_HyPhy_HIV_NGS_Tools	Number_of_tools_on_IPK_Galaxy_Blast_Suite	Number_of_tools_on_ImmPort_Galaxy	Number_of_tools_on_InteractoMIX	Number_of_tools_on_Lebanese_University_Galaxy	Number_of_tools_on_MISSISSIPPI	Number_of_tools_on_Mandoiu_Lab	Number_of_tools_on_Oqtans	Number_of_tools_on_Palfinder	Number_of_tools_on_PhagePromotor	Number_of_tools_on_UseGalaxy.be	Number_of_tools_on_UseGalaxy.cz	Number_of_tools_on_UseGalaxy.eu	Number_of_tools_on_UseGalaxy.fr	Number_of_tools_on_UseGalaxy.no	Number_of_tools_on_UseGalaxy.org.au	Number_of_tools_on_UseGalaxy.org_(Main)	Number_of_tools_on_Viral_Variant_Visualizer_(VVV)	Related_Tutorials	Related_Workflows	Suite_ID	Suite_conda_package	Suite_first_commit_date	Suite_owner	Suite_parsed_folder	Suite_runs_(last_5_years)_(usegalaxy.eu)	Suite_runs_(last_5_years)_(usegalaxy.fr)	Suite_runs_(last_5_years)_(usegalaxy.org)	Suite_runs_(last_5_years)_(usegalaxy.org.au)	Suite_runs_(last_5_years)_on_main_servers	Suite_runs_(usegalaxy.eu)	Suite_runs_(usegalaxy.fr)	Suite_runs_(usegalaxy.org)	Suite_runs_(usegalaxy.org.au)	Suite_runs_on_main_servers	Suite_source	Suite_users_(last_5_years)_(usegalaxy.eu)	Suite_users_(last_5_years)_(usegalaxy.fr)	Suite_users_(last_5_years)_(usegalaxy.org)	Suite_users_(last_5_years)_(usegalaxy.org.au)	Suite_users_(last_5_years)_on_main_servers	Suite_users_(usegalaxy.eu)	Suite_users_(usegalaxy.fr)	Suite_users_(usegalaxy.org)	Suite_users_(usegalaxy.org.au)	Suite_users_on_main_servers	Suite_version	Suite_version_status	ToolShed_categories	Tool_IDs	Tool_output_formats	biii_ID	bio.tool_ID	bio.tool_description	bio.tool_name	keep
ampligone	AmpliGone is a tool which accurately finds and removes primer sequences from NGS reads in an amplicon experiment. 	[]	[]	[]	[]	https://rivm-bioinformatics.github.io/AmpliGone/latest/	2.0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[]	[]	ampligone	AmpliGone	2025-07-29	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ampligone	0	0	0	0	0	0	0	0	0	0	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ampligone	0	0	0	0	0	0	0	0	0	0	@TOOL_VERSION@+galaxy@VERSION_SUFFIX@	To update	['Sequence Analysis', 'Fastq Manipulation']	['ampligone']	['fastqsanger', 'bed']					False
amrfinderplus	"""AMRFinderPlus is designed to find acquired antimicrobial resistance genes and point mutations in protein and/or assembled nucleotide sequences.It can also search ""plus"", stress, heat, and biocide resistance and virulence factors for some organisms."	['Antimicrobial resistance prediction']	['Antimicrobial resistance prediction']	['Microbiology', 'Public health and epidemiology', 'Infectious disease']	['Microbiology', 'Public health and epidemiology', 'Infectious disease']	https://github.com/ncbi/amr	4.2.7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	[]	"[{'create_time': '2026-02-25', 'latest_version': '4', 'link': 'https://workflowhub.eu/workflows/2024?version=4', 'name': 'metagenomic-genes-catalogue/main'}, {'create_time': '2025-12-04', 'latest_version': '9', 'link': 'https://workflowhub.eu/workflows/1049?version=9', 'name': 'amr_gene_detection/main'}, {'create_time': '2026-05-02', 'latest_version': '0', 'link': 'https://usegalaxy.eu/published/workflow?id=3439bd061fafcf12', 'name': 'EU_AMRFinderPlus'}, {'create_time': '2026-04-30', 'latest_version': '0', 'link': 'https://usegalaxy.eu/published/workflow?id=ffd365c037373673', 'name': ""Workflow constructed from history 'BPC(EXCEPT Bpseudomallei)'""}, {'create_time': '2026-02-27', 'latest_version': '5', 'link': 'https://usegalaxy.eu/published/workflow?id=2c992e509aa5dd9d', 'name': 'Hybrid-Assembly'}, {'create_time': '2025-12-18', 'latest_version': '5', 'link': 'https://usegalaxy.eu/published/workflow?id=368d1ac0150ea0b6', 'name': 'AMRid_LR - FFCGI'}, {'create_time': '2025-12-18', 'latest_version': '0', 'link': 'https://usegalaxy.eu/published/workflow?id=5b940b283d91d99d', 'name': 'AMRid_SR - FFCGI '}, {'create_time': '2025-12-04', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=46b6812817c57a01', 'name': 'AMR Gene Detection (release v1.1.7)'}, {'create_time': '2024-08-06', 'latest_version': '14', 'link': 'https://usegalaxy.eu/published/workflow?id=eb5ab8bc82569eee', 'name': 'Nanopore AMR Workflow'}, {'create_time': '2025-09-18', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=32de10b9de8a999a', 'name': 'amr_gene_detection (release v1.1.6)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=f30f8e7dcd50cd0d', 'name': 'amr_gene_detection (release v1.1.1)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=abe85758e77c78e6', 'name': 'amr_gene_detection (release v1.1)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=41d207d06a32ba05', 'name': 'amr_gene_detection (release v1.0)'}, {'create_time': '2024-09-26', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=e37cc0b64774561b', 'name': 'amr_gene_detection (release v1.1.2)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=1ce523ef51f47134', 'name': 'amr_gene_detection (release v1.1.4)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=34df701aa23a9fb3', 'name': 'amr_gene_detection (release v1.1.3)'}, {'create_time': '2024-10-31', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=b203dec6ee6da2fd', 'name': 'amr_gene_detection (release v1.1.5)'}, {'create_time': '2025-03-26', 'latest_version': '3', 'link': 'https://usegalaxy.eu/published/workflow?id=a448400f69594135', 'name': 'Metagenomic Genome annotation_Prokka'}, {'create_time': '2025-03-12', 'latest_version': '3', 'link': 'https://usegalaxy.eu/published/workflow?id=cc59ae1a9878942c', 'name': 'Metagenomic Genome Annotation_Bakta'}, {'create_time': '2024-07-31', 'latest_version': '14', 'link': 'https://usegalaxy.eu/published/workflow?id=fde21b5f5c169114', 'name': '[WGSBAC] Salmonella characterization from short-reads WGS data'}, {'create_time': '2024-08-02', 'latest_version': '5', 'link': 'https://usegalaxy.eu/published/workflow?id=309fc4fc2e0da89c', 'name': '[WGSBAC] Brucella characterization from short-reads WGS data'}, {'create_time': '2026-06-26', 'latest_version': '6', 'link': 'https://usegalaxy.org/published/workflow?id=84233173d92fa506', 'name': 'Genome assembly and annotation for LAB'}, {'create_time': '2025-11-18', 'latest_version': '7', 'link': 'https://usegalaxy.org/published/workflow?id=2079960d0a220e11', 'name': 'pipeline 2'}, {'create_time': '2026-04-07', 'latest_version': '2', 'link': 'https://usegalaxy.org/published/workflow?id=13e6c3e7030611db', 'name': 'AMRFinder-default-workflow'}, {'create_time': '2025-12-04', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=f8fab0cd6fc30d92', 'name': 'AMR Gene Detection (release v1.1.7)'}, {'create_time': '2025-09-25', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=d3dc805cd43b2737', 'name': 'amr_gene_detection (release v1.1.6)'}, {'create_time': '2025-09-01', 'latest_version': '0', 'link': 'https://usegalaxy.org/published/workflow?id=9c0fbd9f51a9857f', 'name': 'daniel_workflow2'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=2b4b1fe82258f303', 'name': 'amr_gene_detection (release v1.1.1)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=fde774a049875466', 'name': 'amr_gene_detection (release v1.1)'}, {'create_time': '2024-09-26', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=3c177fdf38311118', 'name': 'amr_gene_detection (release v1.1.2)'}, {'create_time': '2024-10-03', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=ef187f85b103d858', 'name': 'amr_gene_detection (release v1.1.3)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=aaf8e740b3f8e2c0', 'name': 'amr_gene_detection (release v1.1.4)'}, {'create_time': '2024-10-31', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=2078a54de1f2628d', 'name': 'amr_gene_detection (release v1.1.5)'}]"	AMRFinderPlus	ncbi-amrfinderplus	2023-05-12	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/amrfinderplus	45130	1863	17362	0	64355	45130	1863	17362	0	64355	https://github.com/galaxyproject/tools-iuc/tree/main/tools/amrfinderplus	953	28	689	0	1670	953	28	689	0	1670	4.2.7	Up-to-date	['Sequence Analysis']	['amrfinderplus']	['tabular', 'fasta']		amrfinderplus	"AMRFinderPlus is designed to find acquired antimicrobial resistance genes and point mutations in protein and/or assembled nucleotide sequences.It can also search ""plus"", stress, heat, and biocide resistance and virulence factors for some organisms"	AMRFinderPlus	False
ancombc	Performs analysis of compositions of microbiomes with bias correction.	['DNA barcoding']	['DNA barcoding']	['Microbial ecology', 'Metagenomics', 'Taxonomy']	['Microbial ecology', 'Metagenomics', 'Taxonomy']	https://github.com/FrederickHuangLin/ANCOMBC	2.12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	[]	[]	ancombc	bioconductor-ancombc	2022-07-16	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ancombc	64	0	0	0	64	64	0	0	0	64	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ancombc	20	0	0	0	20	20	0	0	0	20	1.4.0	To update	['Metagenomics']	['ancombc']	[]		ancombc	Determine taxa whose absolute abundances, per unit volume, of the ecosystem (e.g. gut) are significantly different with changes in the covariate of interest (e.g. group). The current version of ancombc function implements Analysis of Compositions of Microbiomes with Bias Correction (ANCOM-BC) in cross-sectional data while allowing for covariate adjustment.	ANCOMBC	False
artic	The artic pipeline is designed to help run the artic bioinformatics protocols;for example the nCoV-2019 novel coronavirus protocol.Features include: read filtering, primer trimming, amplicon coverage normalisation,variant calling and consensus building	['Sequence alignment']	['Sequence alignment']	['Genomics']	['Genomics']	https://github.com/artic-network/fieldbioinformatics	1.11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	2	0	0	[]	[{'create_time': '2026-06-18', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/2195?version=1', 'name': 'Viral Amplicon Analysis Pipeline for ONT Data'}, {'create_time': '2023-06-29', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/521?version=1', 'name': 'SARS-CoV-2 ONT Amplicon Sequencing SANBI 1.0'}, {'create_time': '2025-03-18', 'latest_version': '79', 'link': 'https://usegalaxy.org.au/published/workflow?id=aa1d123c0a0929f3', 'name': 'MPXV (Mpox) Analysis pipeline for ONT - v2'}]	artic	artic	2020-04-17	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/artic	13444	0	0	1812	15256	13459	0	0	1812	15271	https://github.com/galaxyproject/tools-iuc/tree/main/tools/artic	206	0	0	34	240	206	0	0	34	240	1.7.3	To update	['Sequence Analysis']	['artic_guppyplex', 'artic_minion']	['bam', 'tabular', 'vcf_bgzip', 'fasta', 'txt']		artic	A bioinformatics pipeline for working with virus sequencing data sequenced with nanopore	ARTIC	False
bakta	"""Bakta is a tool for the rapid & standardized annotation of bacterial genomes and plasmids from both isolates and MAGs.It provides dbxref-rich and sORF-including annotations in machine-readable JSON & bioinformatics standard file formats for automatic downstream analysis."""	['Genome annotation']	['Genome annotation']	['Genomics', 'Sequence analysis', 'Bioinformatics']	['Genomics', 'Sequence analysis', 'Bioinformatics']	https://github.com/oschwengers/bakta	1.12.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	['https://training.galaxyproject.org/training-material/topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html', 'https://training.galaxyproject.org/training-material/topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html', 'https://training.galaxyproject.org/training-material/topics/microbiome/tutorials/mags-building/tutorial.html']	[{'create_time': '2025-12-22', 'latest_version': '2', 'link': 'https://workflowhub.eu/workflows/1488?version=2', 'name': 'mrsa AMR gene detection'}, {'create_time': '2025-06-02', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/1513?version=1', 'name': 'Bacterial Genome Annotation'}, {'create_time': '2025-11-22', 'latest_version': '4', 'link': 'https://workflowhub.eu/workflows/1352?version=4', 'name': 'mags-building/main'}, {'create_time': '2025-12-06', 'latest_version': '13', 'link': 'https://workflowhub.eu/workflows/1050?version=13', 'name': 'bacterial_genome_annotation/main'}, {'create_time': '2024-01-25', 'latest_version': '6', 'link': 'https://usegalaxy.fr/published/workflow?id=7964ddc68853458f', 'name': 'Bacterial genome annotation'}, {'create_time': '2026-06-08', 'latest_version': '4', 'link': 'https://usegalaxy.eu/published/workflow?id=b46d67d91391053d', 'name': 'Workflow Part 1 - Genome annotation and visualization'}, {'create_time': '2026-04-10', 'latest_version': '57', 'link': 'https://usegalaxy.eu/published/workflow?id=d0339e4a794f4922', 'name': 'Unnamed Workflow'}, {'create_time': '2026-03-23', 'latest_version': '4', 'link': 'https://usegalaxy.eu/published/workflow?id=2a1dc58e51d5f01a', 'name': 'Matériels et Méthodes TP OMICS Delafont'}, {'create_time': '2025-12-11', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=1306ed083d91a852', 'name': 'Bacterial Genome Annotation (release v1.2.0)'}, {'create_time': '2025-07-31', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=fd63b9884fda75b6', 'name': 'bacterial_genome_annotation (release v1.1.11)'}, {'create_time': '2025-04-09', 'latest_version': '7', 'link': 'https://usegalaxy.eu/published/workflow?id=29c565eff0080e42', 'name': 'ICE transfert analysis'}, {'create_time': '2025-06-20', 'latest_version': '11', 'link': 'https://usegalaxy.eu/published/workflow?id=4f9f7065975b3f97', 'name': 'MCT 5D T90-2'}, {'create_time': '2025-07-17', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=2c1a6da84d891cf2', 'name': 'bacterial_genome_annotation (release v1.1.10)'}, {'create_time': '2025-07-01', 'latest_version': '6', 'link': 'https://usegalaxy.eu/published/workflow?id=968f0ac2617aa524', 'name': 'Complete Genome Assembly '}, {'create_time': '2025-06-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=b1afc8d1e81fc904', 'name': 'bacterial_genome_annotation (release v1.1.9)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=4a218fb93d78ba67', 'name': 'bacterial_genome_annotation (release v1.1.3)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=bcd50e655809cfcb', 'name': 'bacterial_genome_annotation (release v1.1.2)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=36ea584e0f60893e', 'name': 'bacterial_genome_annotation (release v1.1.1)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=8792eaecb69fbc26', 'name': 'bacterial_genome_annotation (release v1.1)'}, {'create_time': '2024-09-19', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=61948fcaefa1418a', 'name': 'bacterial_genome_annotation (release v1.0)'}, {'create_time': '2024-09-26', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=d8db0b2e30370b84', 'name': 'bacterial_genome_annotation (release v1.1.4)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=a18aed4b03ffd27e', 'name': 'bacterial_genome_annotation (release v1.1.6)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=dfb8e0f3c534000e', 'name': 'bacterial_genome_annotation (release v1.1.5)'}, {'create_time': '2024-10-31', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=6b69ab27c565257b', 'name': 'bacterial_genome_annotation (release v1.1.7)'}, {'create_time': '2025-03-12', 'latest_version': '3', 'link': 'https://usegalaxy.eu/published/workflow?id=cc59ae1a9878942c', 'name': 'Metagenomic Genome Annotation_Bakta'}, {'create_time': '2024-09-27', 'latest_version': '37', 'link': 'https://usegalaxy.eu/published/workflow?id=7ecd92cb382d8168', 'name': 'MAGs individual workflow v1.9'}, {'create_time': '2024-07-31', 'latest_version': '14', 'link': 'https://usegalaxy.eu/published/workflow?id=fde21b5f5c169114', 'name': '[WGSBAC] Salmonella characterization from short-reads WGS data'}, {'create_time': '2024-08-02', 'latest_version': '5', 'link': 'https://usegalaxy.eu/published/workflow?id=309fc4fc2e0da89c', 'name': '[WGSBAC] Brucella characterization from short-reads WGS data'}, {'create_time': '2024-01-25', 'latest_version': '3', 'link': 'https://usegalaxy.eu/published/workflow?id=3f5fe28793ed0c6c', 'name': 'Bacterial genome annotation (imported from uploaded file)'}, {'create_time': '2026-06-26', 'latest_version': '6', 'link': 'https://usegalaxy.org/published/workflow?id=84233173d92fa506', 'name': 'Genome assembly and annotation for LAB'}, {'create_time': '2026-04-10', 'latest_version': '3', 'link': 'https://usegalaxy.org/published/workflow?id=074a0b1bc8273c16', 'name': 'kerfir_metagenomic'}, {'create_time': '2025-12-11', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=67ca17ab34b10772', 'name': 'Bacterial Genome Annotation (release v1.2.0)'}, {'create_time': '2025-09-01', 'latest_version': '0', 'link': 'https://usegalaxy.org/published/workflow?id=9c0fbd9f51a9857f', 'name': 'daniel_workflow2'}, {'create_time': '2025-07-22', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=562bcaa9b4d2e8a4', 'name': 'Vnat_WorkFlow_Basic'}, {'create_time': '2025-07-31', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=49da012e2839c046', 'name': 'bacterial_genome_annotation (release v1.1.11)'}, {'create_time': '2025-07-22', 'latest_version': '3', 'link': 'https://usegalaxy.org/published/workflow?id=00596e862edb23f2', 'name': 'Bioinformatics Pipeline for Nanopore Sequencing Analysis'}, {'create_time': '2025-07-22', 'latest_version': '0', 'link': 'https://usegalaxy.org/published/workflow?id=69d8863d40524120', 'name': 'Vnat_20250721'}, {'create_time': '2025-07-22', 'latest_version': '4', 'link': 'https://usegalaxy.org/published/workflow?id=80ac6adead9f97d8', 'name': 'Workflow without bowtie quality=10'}, {'create_time': '2025-07-24', 'latest_version': '3', 'link': 'https://usegalaxy.org/published/workflow?id=7dd6e4150bb81ad1', 'name': 'Bioinformatics workflow-Ava Kuey'}, {'create_time': '2025-07-17', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=649cdc14757e5755', 'name': 'bacterial_genome_annotation (release v1.1.10)'}, {'create_time': '2025-06-19', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=3940186d02245b1d', 'name': 'bacterial_genome_annotation (release v1.1.9)'}, {'create_time': '2025-01-15', 'latest_version': '3', 'link': 'https://usegalaxy.org/published/workflow?id=547f86db467bf620', 'name': 'Genome Assembly of MRSA using Oxford Nanopore MinION Data (imported from uploaded file)'}, {'create_time': '2024-09-26', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=8cb8a588a0495cfa', 'name': 'bacterial_genome_annotation (release v1.1.4)'}, {'create_time': '2024-09-26', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=04c5ea133de3204c', 'name': 'bacterial_genome_annotation (release v1.1.3)'}, {'create_time': '2024-10-03', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=993534c11310a207', 'name': 'bacterial_genome_annotation (release v1.1.5)'}, {'create_time': '2024-10-17', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=d2a5f6a5181aada5', 'name': 'bacterial_genome_annotation (release v1.1.6)'}, {'create_time': '2024-10-31', 'latest_version': '1', 'link': 'https://usegalaxy.org/published/workflow?id=4f8bdd61c524b901', 'name': 'bacterial_genome_annotation (release v1.1.7)'}, {'create_time': '2026-04-02', 'latest_version': '1', 'link': 'https://usegalaxy.org.au/published/workflow?id=09ec031656620fb5', 'name': 'Bacterial Genome Annotation (release v1.2.0)'}, {'create_time': '2025-05-06', 'latest_version': '8', 'link': 'https://usegalaxy.org.au/published/workflow?id=b6bad1f167257248', 'name': 'DMarkGlasgow Genome Assembly Annotation'}]	bakta	bakta	2022-09-01	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bakta	67465	3664	14351	33530	119010	67465	3664	14351	33530	119010	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bakta	1503	84	1017	399	3003	1503	84	1017	399	3003	1.9.4	To update	['Sequence Analysis']	['bakta']	['tabular', 'gff3', 'fasta', 'txt', 'json', 'svg']		bakta	Rapid & standardized annotation of bacterial genomes, MAGs & plasmids	Bakta	False
bbtools	BBTools is a suite of fast, multithreaded bioinformatics tools designed for analysis of DNA and RNA sequence data.BBTools can handle common sequencing file formats such as fastq, fasta, sam, scarf, fasta+qual, compressed or raw,with autodetection of quality encoding and interleaving. It is written in Java and works on any platform supportingJava, including Linux, MacOS, and Microsoft Windows and Linux; there are no dependencies other than Java (version7 or higher). Program descriptions and options are shown when running the shell scripts with no parameters.	['RNA-Seq analysis', 'Sequence trimming', 'Read mapping', 'Sequence contamination filtering', 'Read binning', 'Sequence alignment']	['RNA-Seq analysis', 'Sequence trimming', 'Read mapping', 'Sequence contamination filtering', 'Read binning', 'Sequence alignment']	['RNA splicing', 'Whole genome sequencing', 'Phylogenetics', 'Metagenomics', 'RNA-Seq']	['Sequencing', 'RNA splicing', 'Whole genome sequencing', 'Phylogenetics', 'Metagenomics', 'RNA-Seq']	https://jgi.doe.gov/data-and-tools/bbtools/	39.81	0	0	0	0	0	1	6	6	0	0	0	0	0	0	0	0	0	0	0	4	6	6	0	4	6	0	[]	[{'create_time': '2022-11-24', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/407?version=1', 'name': 'Workflow 3: AMR - SeqSero2/SISTR'}, {'create_time': '2023-06-28', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/519?version=1', 'name': 'SARS-CoV-2 Illumina Amplicon pipeline - SANBI - v1.2'}, {'create_time': '2024-12-13', 'latest_version': '1', 'link': 'https://usegalaxy.eu/published/workflow?id=d967194ca51ff11e', 'name': 'SARS CoV-2 ILLUMINA AMPLICON PIPELINE-SANBI-V1.0'}, {'create_time': '2023-04-08', 'latest_version': '12', 'link': 'https://usegalaxy.org.au/published/workflow?id=25f65a29ce3c3ee0', 'name': 'Cleaning'}]	bbtools	bbmap	2021-10-04	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/bbtools	25287	134	10487	3537	39445	25287	134	10487	3537	39445	https://github.com/galaxyproject/tools-iuc/tree/main/tools/bbtools	413	5	562	172	1152	413	5	562	172	1152	39.08	To update	['Sequence Analysis']	['bbtools_bbduk', 'bbtools_bbmap', 'bbtools_bbmerge', 'bbtools_bbnorm', 'bbtools_callvariants', 'bbtools_tadpole']	['fastqsanger', 'tabular', 'fasta', 'txt', 'bam', 'fastq', 'vcf']		bbmap	BBMap is a fast splice-aware aligner for RNA and DNA.  It is faster than almost all short-read aligners, yet retains unrivaled sensitivity and specificity, particularly for reads with many errors and indels.	BBMap	False
binette	Binning refinement tool	['Read binning']	['Read binning']	['Metagenomics']	['Metagenomics']	https://github.com/genotoul-bioinfo/Binette	1.2.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	['https://training.galaxyproject.org/training-material/topics/microbiome/tutorials/metagenomics-binning/tutorial.html']	[{'create_time': '2026-03-10', 'latest_version': '2', 'link': 'https://workflowhub.eu/workflows/2100?version=2', 'name': 'binning-evaluation/main'}, {'create_time': '2025-12-08', 'latest_version': '1', 'link': 'https://workflowhub.eu/workflows/2028?version=1', 'name': 'Metagenomic Binning'}, {'create_time': '2025-11-22', 'latest_version': '4', 'link': 'https://workflowhub.eu/workflows/1352?version=4', 'name': 'mags-building/main'}, {'create_time': '2025-08-26', 'latest_version': '12', 'link': 'https://usegalaxy.eu/published/workflow?id=00f15824c7a9b196', 'name': 'FAIRyMAGs taxonomic binning evaluation '}, {'create_time': '2025-02-24', 'latest_version': '15', 'link': 'https://usegalaxy.eu/published/workflow?id=ce5c9287a67e6085', 'name': 'FAIRyMAGs binning evaluation'}, {'create_time': '2024-09-27', 'latest_version': '37', 'link': 'https://usegalaxy.eu/published/workflow?id=7ecd92cb382d8168', 'name': 'MAGs individual workflow v1.9'}, {'create_time': '2025-05-29', 'latest_version': '34', 'link': 'https://usegalaxy.org/published/workflow?id=7251c6e0dad8f927', 'name': 'Metagenomic Análisys'}]	binette	binette	2025-01-14	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/binette	359	49	17	0	425	359	49	17	0	425	https://github.com/galaxyproject/tools-iuc/tree/main/tools/binette	11	1	8	0	20	11	1	8	0	20	@TOOL_VERSION@+galaxy@VERSION_SUFFIX@	To update	['Metagenomics']	['binette']	['tabular']		binette	Binette is a fast and accurate binning refinement tool to constructs high quality MAGs from the output of multiple binning tools.	Binette	False
binning_refiner	Reconciles the outputs of different binning programs with the aim to improve the quality of genome bins,especially with respect to contamination levels.	['Read binning', 'Sequence clustering']	['Read binning', 'Sequence clustering']	['Metagenomics', 'Sequence assembly', 'Microbial ecology']	['Metagenomics', 'Sequence assembly', 'Microbial ecology']	https://github.com/songweizhi/Binning_refiner	1.4.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	[]	[]	binning_refiner	binning_refiner	2022-02-18	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/binning_refiner	236	0	0	0	236	236	0	0	0	236	https://github.com/galaxyproject/tools-iuc/tree/main/tools/binning_refiner	64	0	0	0	64	64	0	0	0	64	1.4.3	Up-to-date	['Metagenomics']	['bin_refiner']	['tabular']		binning_refiner	Improving genome bins through the combination of different binning programs	Binning_refiner	False
